AirTemp,BuiltSurface,Elevation,LST,LULC,NDBI,NDVI,PopulationDensity,UrbanClass,WaterDistance,WindSpeed,Longitude,Latitude
28.14696374,0,582,51.90537416,30,0.134882046,0.084669226,33.73865509,30,594.0538696,2.087858749,73.75752941,18.61157697
28.58830398,0,562,43.04928434,10,-0.289502048,0.646119978,0.0,21,750.0,2.26777321,74.03427233,18.46667913
28.1694283,0,565,45.28466942,10,-0.174372523,0.58702767,289.5513,30,90.0,2.192059992,73.87173071,18.52145736
27.62282456,0,830,50.79451766,30,0.104774249,0.083965472,0.0,21,36.05551275,2.332534389,74.02986957,18.40667415
27.29891325,14,714,49.15045004,50,0.004560531,0.20110055,15.11725616,21,340.0,1.673710019,73.72416335,18.4992762
28.58830398,0,565,43.22702138,10,-0.320247023,0.793289395,10.26756573,30,367.9673899,2.26777321,73.97781492,18.47669842
27.67938471,12,578,48.1523882,50,0.041217257,0.21148698,16.59697342,21,308.7069808,1.956266523,73.70952293,18.65037859
28.12798588,0,586,52.94103422,40,0.055420384,0.254578097,0.0,30,540.0,2.080543428,73.80072731,18.68322728
28.58830398,0,563,40.3593026,10,-0.096340553,0.404784689,0.0,12,579.8275606,2.26777321,74.03162955,18.46042058
27.79409916,0,635,49.59821066,10,0.216768028,0.221131053,0.0,30,98.48857802,1.964554078,73.82084556,18.52819739
27.14588591,0,694,47.94388898,20,0.136956945,0.204786511,0.0,12,480.5205511,1.810214569,73.84285493,18.42127412
28.63506505,0,601,56.08561262,30,0.219815783,0.147985348,0.0,11,76.15773106,2.199088634,73.93492256,18.63469556
28.14696374,37,575,46.9389911,50,0.076674738,0.032490975,32.81591034,30,347.1310992,2.087858749,73.7742943,18.57191511
28.63506505,29,556,47.0244416,50,0.096048024,0.206677796,92.34923553,30,98.99494937,2.199088634,73.8629275,18.55106425
28.58830398,0,542,48.45317396,40,-0.018319929,0.349319124,0.0,12,228.2542442,2.26777321,74.03246224,18.51953757
